name,count,label
福建省 厦门市 海沧区,107,通過
福建省 厦门市 湖里区,344,宿泊
福建省 厦门市 翔安区,290,通過
福建省 厦门市 集美区,293,接地
福建省 宁德市 福安市,380,通過
福建省 宁德市 福鼎市,685,通過
福建省 宁德市 蕉城区,405,通過
福建省 宁德市 霞浦县,525,通過
福建省 泉州市 丰泽区,341,訪問
福建省 泉州市 南安市,395,通過
福建省 泉州市 惠安县,671,通過
福建省 泉州市 晋江市,468,通過
福建省 泉州市 泉港区,471,通過
福建省 泉州市 洛江区,92,通過
福建省 泉州市 石狮市,62,通過
福建省 泉州市 鲤城区,212,宿泊
福建省 漳州市 云霄县,221,通過
福建省 漳州市 漳浦县,341,通過
福建省 漳州市 诏安县,354,通過
福建省 漳州市 龙海区,537,通過
福建省 福州市 仓山区,124,通過
福建省 福州市 福清市,795,通過
福建省 福州市 罗源县,245,通過
福建省 福州市 连江县,507,通過
福建省 福州市 长乐区,37,通過
福建省 福州市 闽侯县,156,通過
福建省 福州市 马尾区,277,通過
福建省 莆田市 仙游县,203,通過
福建省 莆田市 城厢区,399,通過
福建省 莆田市 涵江区,386,通過
福建省 莆田市 秀屿区,202,接地
福建省 莆田市 荔城区,188,通過
辽宁省 大连市 旅顺口区,0,訪問
辽宁省 大连市 沙河口区,0,訪問
辽宁省 大连市 甘井子区,0,接地
陕西省 咸阳市 兴平市,363,通過
陕西省 咸阳市 杨陵区,149,通過
陕西省 咸阳市 武功县,221,通過
陕西省 咸阳市 泾阳县,5,訪問
陕西省 咸阳市 渭城区,740,訪問
陕西省 咸阳市 秦都区,193,通過
陕西省 宝鸡市 岐山县,102,通過
陕西省 宝鸡市 扶风县,160,通過
陕西省 宝鸡市 渭滨区,461,通過
陕西省 宝鸡市 眉县,213,通過
陕西省 宝鸡市 陈仓区,554,通過
陕西省 渭南市 临渭区,752,通過
陕西省 渭南市 华州区,786,通過
陕西省 渭南市 华阴市,945,通過
陕西省 渭南市 潼关县,501,通過
陕西省 西安市 临潼区,923,訪問
陕西省 西安市 新城区,223,宿泊
陕西省 西安市 未央区,948,接地
陕西省 西安市 灞桥区,347,通過
陕西省 西安市 碑林区,332,訪問
陕西省 西安市 莲湖区,146,訪問
陕西省 西安市 长安区,0,宿泊
陕西省 西安市 雁塔区,259,訪問
青海省 海东市 乐都区,575,通過
青海省 海东市 互助土族自治县,405,接地
青海省 海东市 平安区,320,通過
青海省 海东市 民和回族土族自治县,442,通過
青海省 海北藏族自治州 门源回族自治县,887,通過
青海省 海南藏族自治州 共和县,0,訪問
青海省 西宁市 城东区,551,宿泊
青海省 西宁市 城中区,155,通過
青海省 西宁市 城北区,157,通過
青海省 西宁市 城西区,386,宿泊
青海省 西宁市 大通回族土族自治县,826,通過
青海省 西宁市 湟中区,0,訪問
青海省 西宁市 湟源县,0,通過
